"지점","지점명","일시","기온(°C)","풍속(m/s)","풍향(16방위)","습도(%)","전운량(10분위)","dangjin"
"129","서산","2020-03-26 18:00","14.4","1.5","70","96","10","290"
"129","서산","2020-03-26 19:00","14.2","1.4","70","97","10","128"
"129","서산","2020-03-26 20:00","14","1.7","70","97","10","67"
"129","서산","2020-03-26 21:00","14.1","1.6","70","96","10","29"
"129","서산","2020-03-26 22:00","14","1","50","96","10","13"
"129","서산","2020-03-26 23:00","13.6","0.8","360","97","10","0"
"129","서산","2020-03-27 00:00","13.2","1","20","97","10","0"
"129","서산","2020-03-27 01:00","13.1","0.4","0","97","10","0"
"129","서산","2020-03-27 02:00","13","0.9","20","97","10","0"
"129","서산","2020-03-27 03:00","12.9","1.7","360","97","10","0"
"129","서산","2020-03-27 04:00","12.3","2.6","340","97","10","0"
"129","서산","2020-03-27 05:00","11.2","1.3","20","97","10","0"
"129","서산","2020-03-27 06:00","10.6","3","340","97","10","0"
"129","서산","2020-03-27 07:00","9.5","3.3","320","97","6","0"
"129","서산","2020-03-27 08:00","9.2","1.9","340","94","9","0"
"129","서산","2020-03-27 09:00","8.4","3.9","320","92","8","0"
"129","서산","2020-03-27 10:00","9","2.5","320","84","7","0"
"129","서산","2020-03-27 11:00","10.1","3.4","320","72","7","0"
"129","서산","2020-03-27 12:00","10.8","5.2","320","64","6","0"
"129","서산","2020-03-27 13:00","11.2","5.3","320","57","4","0"
"129","서산","2020-03-27 14:00","11.5","4.9","340","49","0","26"
"129","서산","2020-03-27 15:00","11.6","6.2","290","46","0","252"
"129","서산","2020-03-27 16:00","11.5","5.8","290","47","0","576"
"129","서산","2020-03-27 17:00","10","5.6","320","45","1","717"
"129","서산","2020-03-27 18:00","8.3","4.5","320","48","1","808"
"129","서산","2020-03-27 19:00","6.8","4.4","290","54","4","828"
"129","서산","2020-03-27 20:00","6.4","4.4","290","53","0","795"
"129","서산","2020-03-27 21:00","6.6","4.7","320","46","2","694"
"129","서산","2020-03-27 22:00","6.7","4.2","320","45","4","516"
"129","서산","2020-03-27 23:00","6.7","4.1","320","43","2","265"
"129","서산","2020-03-28 00:00","6.7","3","320","45","6","30"
"129","서산","2020-03-28 01:00","7.1","4.5","340","38","9","0"
"129","서산","2020-03-28 02:00","7.2","5","340","36","10","0"
"129","서산","2020-03-28 03:00","6.8","4.3","340","32","7","0"
"129","서산","2020-03-28 04:00","6.4","3.3","360","33","9","0"
"129","서산","2020-03-28 05:00","5.7","2.9","360","32","6","0"
"129","서산","2020-03-28 06:00","5.6","3.2","360","27","6","0"
"129","서산","2020-03-28 07:00","5.5","3.4","360","32","10","0"
"129","서산","2020-03-28 08:00","5.7","4.7","340","32","10","0"
"129","서산","2020-03-28 09:00","6","4.2","360","33","10","0"
"129","서산","2020-03-28 10:00","6.5","5.4","340","31","10","0"
"129","서산","2020-03-28 11:00","7.2","4.2","340","30","10","0"
"129","서산","2020-03-28 12:00","8","4.7","360","29","9","0"
"129","서산","2020-03-28 13:00","9.1","4","360","24","8","47"
"129","서산","2020-03-28 14:00","9.7","3.4","360","25","7","148"
"129","서산","2020-03-28 15:00","10.3","3.5","360","21","6","274"
"129","서산","2020-03-28 16:00","10","4.1","340","25","7","406"
"129","서산","2020-03-28 17:00","8.6","5.6","320","27","5","545"
"129","서산","2020-03-28 18:00","8","4.1","320","30","5","683"
"129","서산","2020-03-28 19:00","6.2","1.6","320","48","5","760"
"129","서산","2020-03-28 20:00","5.3","1.4","320","57","6","686"
"129","서산","2020-03-28 21:00","4.6","1","320","59","0","562"
"129","서산","2020-03-28 22:00","3","1.1","90","68","0","319"
"129","서산","2020-03-28 23:00","4.4","1.5","340","55","0","176"
"129","서산","2020-03-29 00:00","1.4","0.9","70","70","0","26"
"129","서산","2020-03-29 01:00","0.8","0.2","0","72","0","0"
"129","서산","2020-03-29 02:00","0.2","0.1","0","75","0","0"
"129","서산","2020-03-29 03:00","-0.8","0.1","0","80","0","0"
"129","서산","2020-03-29 04:00","-1.1","0.2","0","81","1","0"
"129","서산","2020-03-29 05:00","-1.4","0.1","0","85","0","0"
"129","서산","2020-03-29 06:00","-1.5","0","0","88","0","0"
"129","서산","2020-03-29 07:00","-1.6","1.1","50","90","0","0"
"129","서산","2020-03-29 08:00","3.4","1.2","50","63","0","0"
"129","서산","2020-03-29 09:00","7.2","2.1","50","43","0","0"
"129","서산","2020-03-29 10:00","9.4","1.3","360","38","0","0"
"129","서산","2020-03-29 11:00","12","1.9","110","36","0","0"
"129","서산","2020-03-29 12:00","12.8","2.2","270","36","0","0"
"129","서산","2020-03-29 13:00","13.9","1.3","320","31","0","29"
"129","서산","2020-03-29 14:00","14.9","2","340","25","5","223"
"129","서산","2020-03-29 15:00","14.4","4.4","320","32","3","454"
"129","서산","2020-03-29 16:00","13.2","3.2","250","33","7","626"
"129","서산","2020-03-29 17:00","12","3.2","230","30","7","738"
"129","서산","2020-03-29 18:00","10.6","1.5","290","35","9","796"
"129","서산","2020-03-29 19:00","8.7","1.5","340","40","8","765"
"129","서산","2020-03-29 20:00","7.5","0.3","0","51","10","716"
"129","서산","2020-03-29 21:00","6.3","0.8","70","57","8","631"
"129","서산","2020-03-29 22:00","5.1","0.2","0","64","7","305"
"129","서산","2020-03-29 23:00","4.2","0.6","50","73","7","136"
"129","서산","2020-03-30 00:00","3.8","0.2","0","72","6","7"
"129","서산","2020-03-30 01:00","3.3","0.2","0","75","7","0"
"129","서산","2020-03-30 02:00","2.3","0.2","0","79","6","0"
"129","서산","2020-03-30 03:00","1.8","0.5","360","81","6","0"
"129","서산","2020-03-30 04:00","1.3","0.4","0","85","8","0"
"129","서산","2020-03-30 05:00","0.4","0.4","0","89","0","0"
"129","서산","2020-03-30 06:00","-0.6","0.4","0","91","0","0"
"129","서산","2020-03-30 07:00","-0.3","0.9","90","95","0","0"
"129","서산","2020-03-30 08:00","3.3","0","0","85","0","0"
"129","서산","2020-03-30 09:00","7.4","0.4","0","53","0","0"
"129","서산","2020-03-30 10:00","10.4","1.4","290","23","0","0"
"129","서산","2020-03-30 11:00","11.8","1.1","230","22","0","0"
"129","서산","2020-03-30 12:00","13.2","2.1","250","14","0","0"
"129","서산","2020-03-30 13:00","14.9","1.7","200","18","0","35"
"129","서산","2020-03-30 14:00","15.7","2.1","230","20","0","233"
"129","서산","2020-03-30 15:00","15.2","3.1","340","32","0","455"
"129","서산","2020-03-30 16:00","14.8","3","320","31","0","631"
"129","서산","2020-03-30 17:00","13.2","3.5","320","32","0","744"
"129","서산","2020-03-30 18:00","10.8","3.4","340","31","0","803"
"129","서산","2020-03-30 19:00","8.2","2","320","39","0","812"
"129","서산","2020-03-30 20:00","6.5","0.7","340","39","0","775"
"129","서산","2020-03-30 21:00","5.4","0.4","0","44","0","660"
"129","서산","2020-03-30 22:00","5","1","70","57","6","497"
"129","서산","2020-03-30 23:00","4.8","1.1","50","70","5","264"
"129","서산","2020-03-31 00:00","4.5","1.2","70","63","6","37"
"129","서산","2020-03-31 01:00","2.1","0.9","290","78","7","0"
"129","서산","2020-03-31 02:00","1.9","1","360","75","0","0"
"129","서산","2020-03-31 03:00","0.8","0","0","83","0","0"
"129","서산","2020-03-31 04:00","0.7","1.9","90","77","2","0"
"129","서산","2020-03-31 05:00","0.2","1.6","50","84","0","0"
"129","서산","2020-03-31 06:00","-0.6","0.4","0","87","0","0"
"129","서산","2020-03-31 07:00","0.4","0.3","0","82","0","0"
"129","서산","2020-03-31 08:00","4.5","0.7","50","61","1","0"
"129","서산","2020-03-31 09:00","9.1","0.6","110","38","0","0"
"129","서산","2020-03-31 10:00","12","0.7","250","29","0","0"
"129","서산","2020-03-31 11:00","14.5","1.2","180","30","2","0"
"129","서산","2020-03-31 12:00","15.9","1.9","270","20","0","0"
"129","서산","2020-03-31 13:00","17.4","2.1","230","19","2","39"
"129","서산","2020-03-31 14:00","16.4","3.7","320","35","7","222"
"129","서산","2020-03-31 15:00","16.4","2.7","360","33","7","449"
"129","서산","2020-03-31 16:00","14.9","3.2","340","27","8","623"
"129","서산","2020-03-31 17:00","13.2","3.4","340","28","7","735"
"129","서산","2020-03-31 18:00","11.9","1.9","340","29","8","750"
"129","서산","2020-03-31 19:00","9.6","1.1","70","46","8","719"
"129","서산","2020-03-31 20:00","8.1","0.2","0","53","10","607"
"129","서산","2020-03-31 21:00","7.4","0.6","50","59","10","396"
"129","서산","2020-03-31 22:00","7.4","1.6","90","58","10","314"
"129","서산","2020-03-31 23:00","7.5","1.6","70","60","10","96"
"129","서산","2020-04-01 00:00","8.4","1","50","52","10","4"
"129","서산","2020-04-01 01:00","8.6","1","340","55","10","0"
"129","서산","2020-04-01 02:00","8.4","1.3","50","61","10","0"
"129","서산","2020-04-01 03:00","8","0.3","0","64","10","0"
"129","서산","2020-04-01 04:00","7.4","0.4","0","69","10","0"
"129","서산","2020-04-01 05:00","7.3","0.3","0","66","10","0"
"129","서산","2020-04-01 06:00","7.6","0.7","20","66","10","0"
"129","서산","2020-04-01 07:00","8","1.1","70","57","9","0"
"129","서산","2020-04-01 08:00","9.6","1","360","44","9","0"
"129","서산","2020-04-01 09:00","10.8","2.6","320","45","9","0"
"129","서산","2020-04-01 10:00","12","3.9","340","42","9","0"
"129","서산","2020-04-01 11:00","13.7","4.1","340","41","7","0"
"129","서산","2020-04-01 12:00","14.4","4.7","320","40","2","0"
"129","서산","2020-04-01 13:00","14.5","5.3","320","38","0","33"
"129","서산","2020-04-01 14:00","14.7","7.9","290","31","0","124"
"129","서산","2020-04-01 15:00","14","7.5","320","28","0","228"
"129","서산","2020-04-01 16:00","11.7","7.6","290","30","4","478"
"129","서산","2020-04-01 17:00","10.4","5.8","320","32","0","667"
"129","서산","2020-04-01 18:00","9.3","5.3","290","40","0","743"
"129","서산","2020-04-01 19:00","8.2","4.5","290","43","0","800"
"129","서산","2020-04-01 20:00","8.1","5","290","50","1","754"
"129","서산","2020-04-01 21:00","8.3","3.8","320","51","3","669"
"129","서산","2020-04-01 22:00","7.7","1.1","320","60","3","489"
"129","서산","2020-04-01 23:00","6.9","0.6","360","66","0","236"
"129","서산","2020-04-02 00:00","6.4","0.9","360","70","6","29"
"129","서산","2020-04-02 01:00","5.8","1.6","360","75","0","0"
"129","서산","2020-04-02 02:00","5.1","1.5","360","79","8","0"
"129","서산","2020-04-02 03:00","4.2","0.8","360","82","0","0"
"129","서산","2020-04-02 04:00","3.5","1.8","70","85","4","0"
"129","서산","2020-04-02 05:00","2.2","1.1","110","89","5","0"
"129","서산","2020-04-02 06:00","1.7","0.7","50","92","3","0"
"129","서산","2020-04-02 07:00","1.3","0.1","0","94","10","0"
"129","서산","2020-04-02 08:00","4.3","0.5","200","89","7","0"
"129","서산","2020-04-02 09:00","7.4","1.6","200","71","0","0"
"129","서산","2020-04-02 10:00","10.5","1.2","200","47","3","0"
"129","서산","2020-04-02 11:00","12.7","1.4","250","40","7","0"
"129","서산","2020-04-02 12:00","14.2","2.4","230","31","3","0"
"129","서산","2020-04-02 13:00","14.9","4.2","250","39","7","54"
"129","서산","2020-04-02 14:00","15","3.8","250","36","2","219"
"129","서산","2020-04-02 15:00","14.4","5","230","35","6","402"
"129","서산","2020-04-02 16:00","13.9","3.4","250","35","2","523"
"129","서산","2020-04-02 17:00","13.5","2.8","250","28","5","619"
"129","서산","2020-04-02 18:00","12.3","3.2","290","22","6","690"
"129","서산","2020-04-02 19:00","10.8","2.9","290","18","6","707"
"129","서산","2020-04-02 20:00","8.8","0.7","180","41","9","569"
"129","서산","2020-04-02 21:00","7.9","0.8","180","51","7","469"
"129","서산","2020-04-02 22:00","6.5","1.7","180","67","3","367"
"129","서산","2020-04-02 23:00","5.5","1.4","200","77","0","132"
"129","서산","2020-04-03 00:00","4.8","1.2","180","85","0","2"
"129","서산","2020-04-03 01:00","3.2","0.4","0","90","1","0"
"129","서산","2020-04-03 02:00","2","0.3","0","91","0","0"
"129","서산","2020-04-03 03:00","1.3","0.5","360","92","2","0"
"129","서산","2020-04-03 04:00","1.4","0.1","0","94","0","0"
"129","서산","2020-04-03 05:00","1.7","0.1","0","94","3","0"
"129","서산","2020-04-03 06:00","1","0.9","70","96","6","0"
"129","서산","2020-04-03 07:00","1.7","0.1","0","97","7","0"
"129","서산","2020-04-03 08:00","4.1","0","0","97","6","0"
"129","서산","2020-04-03 09:00","8.6","0.2","0","70","1","0"
"129","서산","2020-04-03 10:00","12.6","1.9","320","43","0","0"
"129","서산","2020-04-03 11:00","13.8","4.4","320","35","0","0"
"129","서산","2020-04-03 12:00","14.6","3.8","320","30","0","0"
"129","서산","2020-04-03 13:00","15.9","3.6","320","25","0","68"
"129","서산","2020-04-03 14:00","16.1","3.7","320","25","0","220"
"129","서산","2020-04-03 15:00","16.1","4","320","22","0","439"
"129","서산","2020-04-03 16:00","16.3","4.8","230","21","0","606"
"129","서산","2020-04-03 17:00","14","5.3","230","32","0","723"
"129","서산","2020-04-03 18:00","12.3","3.3","250","37","2","785"
"129","서산","2020-04-03 19:00","9.4","2.3","230","59","0","807"
"129","서산","2020-04-03 20:00","7.9","1.3","180","76","0","768"
"129","서산","2020-04-03 21:00","7","2.3","180","88","2","671"
"129","서산","2020-04-03 22:00","6.2","1.8","160","92","2","502"
"129","서산","2020-04-03 23:00","6.5","2.1","180","94","0","259"
"129","서산","2020-04-04 00:00","6","0.9","160","95","7","39"
"129","서산","2020-04-04 01:00","6.1","2.4","180","96","0","0"
"129","서산","2020-04-04 02:00","6.1","2.5","180","97","2","0"
"129","서산","2020-04-04 03:00","5.2","1.1","160","97","3","0"
"129","서산","2020-04-04 04:00","6","1.9","160","97","3","0"
"129","서산","2020-04-04 05:00","6.1","3.1","180","97","4","0"
"129","서산","2020-04-04 06:00","7.1","3","200","95","6","0"
"129","서산","2020-04-04 07:00","6.9","1.4","200","97","5","0"
"129","서산","2020-04-04 08:00","7.9","0.5","230","95","0","0"
"129","서산","2020-04-04 09:00","10.8","3.2","340","59","0","0"
"129","서산","2020-04-04 10:00","11.5","4.7","340","43","0","0"
"129","서산","2020-04-04 11:00","11.9","5.8","320","34","0","0"
"129","서산","2020-04-04 12:00","11.4","6.3","320","24","0","0"
"129","서산","2020-04-04 13:00","11.1","6.9","320","22","0","53"
"129","서산","2020-04-04 14:00","11.2","7.2","320","19","0","201"
"129","서산","2020-04-04 15:00","10.6","7.5","320","21","0","403"
"129","서산","2020-04-04 16:00","10.6","7.8","320","18","0","596"
"129","서산","2020-04-04 17:00","10.3","7.3","320","27","0","735"
"129","서산","2020-04-04 18:00","8.7","5.8","320","38","0","809"
"129","서산","2020-04-04 19:00","7.5","4.7","320","37","0","820"
"129","서산","2020-04-04 20:00","7.1","5.6","320","31","0","785"
"129","서산","2020-04-04 21:00","6.8","4.2","340","31","0","682"
"129","서산","2020-04-04 22:00","6.6","4.3","340","32","0","515"
"129","서산","2020-04-04 23:00","6.4","4","320","33","0","277"
"129","서산","2020-04-05 00:00","6.1","2.7","320","34","2","44"
"129","서산","2020-04-05 01:00","6.3","3.8","320","32","0","0"
"129","서산","2020-04-05 02:00","6","4","340","35","2","0"
"129","서산","2020-04-05 03:00","4.9","1.8","360","33","0","0"
"129","서산","2020-04-05 04:00","4.3","2","360","31","0","0"
"129","서산","2020-04-05 05:00","3.9","2.7","340","32","0","0"
"129","서산","2020-04-05 06:00","3.1","1.5","340","34","0","0"
"129","서산","2020-04-05 07:00","3.7","1.4","340","34","2","0"
"129","서산","2020-04-05 08:00","5.8","2.9","340","32","4","0"
"129","서산","2020-04-05 09:00","7.2","3.4","360","29","1","0"
"129","서산","2020-04-05 10:00","8.6","4.1","320","25","0","0"
"129","서산","2020-04-05 11:00","9.2","3.7","320","26","0","0"
"129","서산","2020-04-05 12:00","9.9","3.8","320","22","0","0"
"129","서산","2020-04-05 13:00","10.9","3.6","320","21","0","40"
"129","서산","2020-04-05 14:00","11.3","4.5","320","18","0","231"
"129","서산","2020-04-05 15:00","11.6","4.7","320","22","0","451"
"129","서산","2020-04-05 16:00","11.3","4.5","290","30","0","631"
"129","서산","2020-04-05 17:00","10.4","4.5","290","34","0","749"
"129","서산","2020-04-05 18:00","9.2","3.4","290","41","0","814"
"129","서산","2020-04-05 19:00","6.8","2.3","270","53","1","829"
"129","서산","2020-04-05 20:00","5.1","0.9","140","62","0","782"
"129","서산","2020-04-05 21:00","4.1","1.1","180","68","3","675"
"129","서산","2020-04-05 22:00","2.6","0.5","180","75","3","499"
"129","서산","2020-04-05 23:00","1.3","0.1","0","81","0","260"
"129","서산","2020-04-06 00:00","0.6","0","0","84","9","41"
"129","서산","2020-04-06 01:00","-0.2","0.7","200","89","0","0"
"129","서산","2020-04-06 02:00","-0.3","0.2","0","88","0","0"
"129","서산","2020-04-06 03:00","-0.7","0","0","87","1","0"
"129","서산","2020-04-06 04:00","-1.3","0","0","91","7","0"
"129","서산","2020-04-06 05:00","-1.3","0.4","0","92","0","0"
"129","서산","2020-04-06 06:00","-1.3","0","0","93","1","0"
"129","서산","2020-04-06 07:00","-1","0.1","0","93","2","0"
"129","서산","2020-04-06 08:00","3.8","0.4","0","79","0","0"
"129","서산","2020-04-06 09:00","7.3","2.1","230","64","0","0"
"129","서산","2020-04-06 10:00","10.3","1.8","200","45","0","0"
"129","서산","2020-04-06 11:00","12.3","2.4","200","36","0","0"
"129","서산","2020-04-06 12:00","14.1","2.3","200","36","2","0"
"129","서산","2020-04-06 13:00","15.2","2.4","270","38","1","46"
"129","서산","2020-04-06 14:00","15.8","4.1","250","34","3","236"
"129","서산","2020-04-06 15:00","15.6","4.6","230","24","6","451"
"129","서산","2020-04-06 16:00","15.2","4.1","250","20","6","619"
"129","서산","2020-04-06 17:00","13.7","3.9","320","22","7","724"
"129","서산","2020-04-06 18:00","12.6","2.4","290","25","7","787"
"129","서산","2020-04-06 19:00","9.6","3.3","230","43","8","800"
"129","서산","2020-04-06 20:00","8.4","1.6","200","45","8","711"
"129","서산","2020-04-06 21:00","7.5","1.6","180","71","8","560"
"129","서산","2020-04-06 22:00","7.1","1","180","73","10","426"
"129","서산","2020-04-06 23:00","6.8","1.4","180","75","10","141"
"129","서산","2020-04-07 00:00","5.5","0","0","81","7","14"
"129","서산","2020-04-07 01:00","4.9","0.1","0","85","9","0"
"129","서산","2020-04-07 02:00","4.6","0","0","87","8","0"
"129","서산","2020-04-07 03:00","3.9","0.9","160","84","6","0"
"129","서산","2020-04-07 04:00","3.2","0.1","0","88","2","0"
"129","서산","2020-04-07 05:00","2.8","0.4","0","92","5","0"
"129","서산","2020-04-07 06:00","3","0.1","0","92","6","0"
"129","서산","2020-04-07 07:00","4.8","0.1","0","91","6","0"
"129","서산","2020-04-07 08:00","7.6","1.9","200","81","1","0"
"129","서산","2020-04-07 09:00","10","3.2","180","75","3","0"
"129","서산","2020-04-07 10:00","11.4","3.3","200","68","0","0"
"129","서산","2020-04-07 11:00","13.5","2.9","180","61","0","0"
"129","서산","2020-04-07 12:00","14.9","3.9","200","54","3","0"
"129","서산","2020-04-07 13:00","15.9","3.4","250","48","1","60"
"129","서산","2020-04-07 14:00","16.3","4.2","250","47","1","191"
"129","서산","2020-04-07 15:00","15.7","3.7","230","50","0","358"
"129","서산","2020-04-07 16:00","15.3","3.4","250","52","0","521"
"129","서산","2020-04-07 17:00","13.9","3.7","250","56","0","656"
"129","서산","2020-04-07 18:00","12.4","2.9","230","66","1","720"
"129","서산","2020-04-07 19:00","9.7","4","230","79","0","726"
"129","서산","2020-04-07 20:00","8.7","1.8","180","85","4","650"
"129","서산","2020-04-07 21:00","7.7","1.9","200","89","0","525"
"129","서산","2020-04-07 22:00","6.4","0.8","180","72","0","357"
"129","서산","2020-04-07 23:00","6.6","0.5","290","56","4","169"
"129","서산","2020-04-08 00:00","4.8","0.2","0","63","6","22"
"129","서산","2020-04-08 01:00","5.8","2","290","55","1","0"
"129","서산","2020-04-08 02:00","5.9","1.7","270","59","4","0"
"129","서산","2020-04-08 03:00","5.5","1.6","290","63","0","0"
"129","서산","2020-04-08 04:00","4.7","1.4","270","67","4","0"
"129","서산","2020-04-08 05:00","3.5","0.6","160","70","4","0"
"129","서산","2020-04-08 06:00","0.9","0.2","0","84","4","0"
"129","서산","2020-04-08 07:00","2.2","1","70","78","4","0"
"129","서산","2020-04-08 08:00","7.7","0.9","180","57","2","0"
"129","서산","2020-04-08 09:00","11","4.4","340","26","0","0"
"129","서산","2020-04-08 10:00","11.7","4.3","340","25","0","0"
"129","서산","2020-04-08 11:00","12.8","5","320","19","0","0"
"129","서산","2020-04-08 12:00","13.3","5.8","290","26","0","0"
"129","서산","2020-04-08 13:00","13","7.2","320","20","0","26"
"129","서산","2020-04-08 14:00","13.6","5.2","320","17","0","240"
"129","서산","2020-04-08 15:00","13.4","5","340","20","0","460"
"129","서산","2020-04-08 16:00","13.4","5.2","290","19","0","632"
"129","서산","2020-04-08 17:00","12.8","3.9","290","25","0","740"
"129","서산","2020-04-08 18:00","11.4","3.8","270","31","0","794"
"129","서산","2020-04-08 19:00","8.3","4.8","270","47","0","806"
"129","서산","2020-04-08 20:00","6.8","3","290","55","0","771"
"129","서산","2020-04-08 21:00","5.6","0.9","160","61","2","669"
"129","서산","2020-04-08 22:00","4.4","0.6","140","66","2","506"
"129","서산","2020-04-08 23:00","3.2","0.1","0","73","5","278"
"129","서산","2020-04-09 00:00","2.8","0.8","110","76","6","52"
"129","서산","2020-04-09 01:00","2.3","0","0","78","4","0"
"129","서산","2020-04-09 02:00","2.7","0.3","0","77","3","0"
"129","서산","2020-04-09 03:00","2","0.9","50","82","3","0"
"129","서산","2020-04-09 04:00","1.7","0.5","90","83","4","0"
"129","서산","2020-04-09 05:00","0.9","0.1","0","87","3","0"
"129","서산","2020-04-09 06:00","1.1","0.4","0","89","6","0"
"129","서산","2020-04-09 07:00","1.9","0.2","0","89","4","0"
"129","서산","2020-04-09 08:00","5.1","0.4","0","76","7","0"
"129","서산","2020-04-09 09:00","8.7","1.1","250","58","5","0"
"129","서산","2020-04-09 10:00","10.9","3.5","340","34","2","0"
"129","서산","2020-04-09 11:00","11.9","4.5","320","35","4","0"
"129","서산","2020-04-09 12:00","12.8","5.2","290","31","0","0"
"129","서산","2020-04-09 13:00","12.7","5.9","320","32","0","64"
"129","서산","2020-04-09 14:00","13.4","4.5","320","30","0","214"
"129","서산","2020-04-09 15:00","13.2","5.6","290","28","2","394"
"129","서산","2020-04-09 16:00","13","4.6","290","32","3","538"
"129","서산","2020-04-09 17:00","12","5.1","290","31","6","707"
"129","서산","2020-04-09 18:00","10.1","4.4","290","37","5","762"
"129","서산","2020-04-09 19:00","8.7","3","290","43","6","776"
"129","서산","2020-04-09 20:00","7.4","2.2","250","54","6","675"
"129","서산","2020-04-09 21:00","6.8","1.4","250","65","8","623"
"129","서산","2020-04-09 22:00","6.2","1.6","200","70","6","446"
"129","서산","2020-04-09 23:00","6.1","1","140","71","9","217"
"129","서산","2020-04-10 00:00","5.8","1.4","160","73","9","19"
"129","서산","2020-04-10 01:00","5.2","0.5","290","77","7","0"
"129","서산","2020-04-10 02:00","5.4","0.6","320","76","10","0"
"129","서산","2020-04-10 03:00","4","0.2","0","83","5","0"
"129","서산","2020-04-10 04:00","2.8","0.1","0","85","0","0"
"129","서산","2020-04-10 05:00","2","0.8","50","90","0","0"
"129","서산","2020-04-10 06:00","1.5","0.3","0","92","2","0"
"129","서산","2020-04-10 07:00","2.5","0.8","70","93","7","0"
"129","서산","2020-04-10 08:00","5.7","0.3","0","73","0","0"
"129","서산","2020-04-10 09:00","9.4","1.4","230","59","0","0"
"129","서산","2020-04-10 10:00","12","2.8","180","44","0","0"
"129","서산","2020-04-10 11:00","12.8","2.6","180","41","1","0"
"129","서산","2020-04-10 12:00","14.1","4.1","180","33","1","0"
"129","서산","2020-04-10 13:00","14.3","3.2","250","41","2","52"
"129","서산","2020-04-10 14:00","15.3","3.5","230","31","6","228"
"129","서산","2020-04-10 15:00","14.8","3.7","230","30","1","423"
"129","서산","2020-04-10 16:00","14.1","3.6","230","38","3","591"
"129","서산","2020-04-10 17:00","13.1","3.3","250","40","0","692"
"129","서산","2020-04-10 18:00","11.5","2.9","290","48","5","729"
"129","서산","2020-04-10 19:00","9.1","3.4","290","66","6","684"
"129","서산","2020-04-10 20:00","7.9","1.6","320","73","5","726"
"129","서산","2020-04-10 21:00","7","0.9","320","72","6","631"
"129","서산","2020-04-10 22:00","5.8","0.3","0","75","8","464"
"129","서산","2020-04-10 23:00","5.2","0.2","0","76","6","240"
"129","서산","2020-04-11 00:00","4.4","0.2","0","81","9","33"
"129","서산","2020-04-11 01:00","3.7","0","0","87","6","0"
"129","서산","2020-04-11 02:00","2.9","0.1","0","90","2","0"
"129","서산","2020-04-11 03:00","2.5","0","0","91","6","0"
"129","서산","2020-04-11 04:00","1.7","0","0","92","0","0"
"129","서산","2020-04-11 05:00","1.6","0.1","0","91","6","0"
"129","서산","2020-04-11 06:00","2.6","0","0","93","10","0"
"129","서산","2020-04-11 07:00","3.1","0","0","94","10","0"
"129","서산","2020-04-11 08:00","5.3","0.1","0","82","10","0"
"129","서산","2020-04-11 09:00","7.9","1.3","230","71","8","0"
"129","서산","2020-04-11 10:00","9.1","1.4","200","58","9","0"
"129","서산","2020-04-11 11:00","10.6","1.8","250","47","10","0"
"129","서산","2020-04-11 12:00","11.4","2.8","270","43","9","0"
"129","서산","2020-04-11 13:00","12.7","2.8","320","41","7","69"
"129","서산","2020-04-11 14:00","13.3","1.3","200","39","8","178"
"129","서산","2020-04-11 15:00","13.5","4.2","270","42","8","313"
"129","서산","2020-04-11 16:00","12","4.1","230","44","7","379"
"129","서산","2020-04-11 17:00","10.4","4.3","230","55","9","545"
"129","서산","2020-04-11 18:00","9.4","3.4","230","61","8","626"
"129","서산","2020-04-11 19:00","8","2.7","230","62","6","603"
"129","서산","2020-04-11 20:00","6.6","1.5","200","69","0","424"
"129","서산","2020-04-11 21:00","5.8","1.5","160","78","0","356"
"129","서산","2020-04-11 22:00","4.5","0.5","200","84","0","264"
"129","서산","2020-04-11 23:00","3.8","0.2","0","87","0","206"
"129","서산","2020-04-12 00:00","2.7","0.6","320","91","0","52"
"129","서산","2020-04-12 01:00","2.1","0","0","93","0","0"
"129","서산","2020-04-12 02:00","1.3","0","0","95","1","0"
"129","서산","2020-04-12 03:00","1.3","0","0","95","2","0"
"129","서산","2020-04-12 04:00","1.2","0.3","0","96","2","0"
"129","서산","2020-04-12 05:00","1.2","0.4","0","97","3","0"
"129","서산","2020-04-12 06:00","0.6","0.4","0","97","1","0"
"129","서산","2020-04-12 07:00","1.7","0","0","97","7","0"
"129","서산","2020-04-12 08:00","5.7","1.4","50","91","5","0"
"129","서산","2020-04-12 09:00","8.9","2.2","50","68","2","0"
"129","서산","2020-04-12 10:00","11.6","3.5","50","52","0","0"
"129","서산","2020-04-12 11:00","13.5","4.3","70","43","0","0"
"129","서산","2020-04-12 12:00","14.8","3.1","50","39","3","1"
"129","서산","2020-04-12 13:00","16.3","3.7","50","33","7","86"
"129","서산","2020-04-12 14:00","16","4.2","20","34","8","222"
"129","서산","2020-04-12 15:00","12","1.4","50","57","8","393"
"129","서산","2020-04-12 16:00","12.6","4.9","70","54","8","554"
"129","서산","2020-04-12 17:00","10.5","1.8","50","64","8","613"
"129","서산","2020-04-12 18:00","11.5","1.5","50","64","6","674"
"129","서산","2020-04-12 19:00","11.9","3","50","49","2","713"
"129","서산","2020-04-12 20:00","11","2","20","50","2","398"
"129","서산","2020-04-12 21:00","9.8","1.6","20","55","1","576"
"129","서산","2020-04-12 22:00","9.1","2.2","50","57","2","467"
"129","서산","2020-04-12 23:00","8.4","1.9","50","58","3","263"
"129","서산","2020-04-13 00:00","7.4","1.8","20","62","3","31"
